,,,,,,,,,,,,,label
3230000000,2012-08-15 13:13:47+00:00, ,2.36E+17,en,0,0,0,0,,"Who are these Orientalist/sexist filmmakers? As far as hegemonic narratives go, this one is painfully sloppy. http://t.co/lQ4M78bO",maid,Foreign domestic workers,-1
37874853,2011-03-13 04:10:02+00:00, ,4.68E+16,en,0,0,0,0,,Singapore Job MarketsFind for $T$s: Article by Krishna Swaminathan Finding a good job as an $T$ i... http://bit.ly/htn5QG,expatriate,Foreign talents,0
869000000,2016-03-10 06:06:08+00:00, ,7.08E+17,en,1,0,1,6,,$T$ jailed eight months for forgery and stealing from employer https://t.co/lilDDUT86K https://t.co/NUB4zcV6Zu,maid,Foreign domestic workers,-1
1430000000,2016-04-07 08:10:06+00:00, ,7.18E+17,en,0,0,0,0,,Abused $T$ says Singaporean employer promised to pay her if she lied to police: SINGAPORE: An ... https://t.co/HbWxyjy6U1 #MuafakatJohor,maid,Foreign domestic workers,-1
16335974,2021-03-03 04:30:28+00:00, ,1.37E+18,en,0,0,0,0,,"From May 1,  $T$ holders will need to obtain work    if they want to work in S'pore - TODAYonline

https://t.co/dYsoYvw6UB
#NEWS SIN https://t.co/Kuwuec11xH",work pass,Migrant workers,0
125000000,2018-01-16 10:04:10+00:00, ,9.53E+17,en,0,0,0,0,,Fully-funded &amp; MERIT SRMC Shine   for $T$ in Singapore 2018-2019 https://t.co/NfniOJbSN4 https://t.co/iWvU0wQcLt,international students,Foreign talents,0
127000000,2017-10-04 02:29:08+00:00, ,9.15E+17,en,0,1,0,0,,"Singaporean couple jailed for starving Filipina $T$
https://t.co/jwW0ubsJTX https://t.co/98IWXDjuOO",maid,Foreign domestic workers,-1
9.02E+17,2012-06-03 16:22:58+00:00, ,2.09E+17,en,0,0,0,0,,When I read the #stomp comment about "bikers celebrate friends wedding....." is being too $T$. $T$ic $T$. What has become of Singapore?,racist,Xenophobia and racism,-1
1.15E+18,2018-12-28 16:39:02+00:00, ,1.08E+18,en,15,0,0,3,,"Love Coach Ancelotti for this! 

I experienced $T$ in several countries. Been called monkey in U.S. &amp; white boy in Jama$T$. My coach in Singapore never spoke to me b/c I wasn't Asian.

I get tired of $T$, but it will always exist ?

Never let $T$ people ruin your joy ? https://t.co/7NCMCNu2SS",racist,Xenophobia and racism,1
88889613,2020-10-29 09:17:53+00:00, ,1.32E+18,en,0,0,0,16,,"RT @DawwodTalah: low risk countries like South korea, Singapore didnot block their $T$, they are doing extremely well in",international students,Foreign talents,1
1.05E+18,2012-07-22 07:28:40+00:00, ,2.27E+17,en,0,0,0,3,,RT @luqieman: $T$. $T$. Its all happening around the world. Even in Singapore,racism,Xenophobia and racism,-1
1.46E+18,2017-02-16 03:21:07+00:00, ,8.32E+17,en,0,0,0,0,,"Fewer illegal immigrants arrested, decline in contraband cases last year: $T$ https://t.co/KFXthmdaC7",ICA,Immigration policy,1
183000000,2017-12-09 02:41:20+00:00, ,9.39E+17,en,1,0,0,1,,"Staff Sergeant Stanley Koh said: ""I realised (the woman and I) couldn't pull her over, but within 15 seconds, the three other officers came."" https://t.co/qMfWWdEO32",maid,Foreign domestic workers,-1
2340000000,2020-04-29 03:23:52+00:00, ,1.26E+18,en,0,0,0,0,,"How are $T$ in Singapore applying for their international university admissions affected with the cancellation of exams like IB, A-Levels, SATs, and ACTs?
https://t.co/t8JLkikcSz
@iborganization https://t.co/Xibhotgc8f",international students,Foreign talents,0
41085467,2016-08-08 13:45:32+00:00, ,7.63E+17,en,0,0,0,1,,RT @BroTimFSC: Bro. Gustavo and I met to talk about the "kampong $T$irit" with $T$ at St. Jos$T$h's International in Singapore. https://,international students,Foreign talents,0
9.47E+17,2020-10-03 13:35:37+00:00, ,1.31E+18,en,3,0,0,0,,"@cdextrl @maengswife If you consider Singapore and the Philippines irrelevant countries, you do not know the economic weight they have and I laugh in your face for stupid and $T$.",xenophobic,Xenophobia and racism,-1
72645401,2015-02-23 23:55:03+00:00, ,5.70E+17,en,0,0,0,0,,#SGBudget2015: Scheduled rise in $T$ levies this year to be deferred to next year http://t.co/U17nOTssa0 http://t.co/UHw4w4pekx,foreign worker,Migrant workers,0
408000000,2014-10-27 14:29:38+00:00, ,5.27E+17,en,0,0,0,0,,Queen Serena Reigns In Singapore | I would love to see the face of that ugly Russian sexist and $T$ dude: http://t.co/Axfi7Q3cBv,racist,Xenophobia and racism,-1
46628185,2016-07-24 04:14:36+00:00, ,7.57E+17,en,0,0,0,5,,"RT @IRC_League: Winners of IRC International League Singapore - $T$ from @DPSSon$T$at in news! 
#robotics #challenge #Singapore https:/",international students,Foreign talents,1
1460000000,2010-05-06 16:59:25+00:00, ,13500000000,en,0,0,0,0,,RT @silviasiantar: RT @celinewirawan: why singapore why you don't $T$ $T$ to do part-time job? :(,international students,Foreign talents,0
321000000,2022-02-15 05:50:01+00:00, ,1.49E+18,en,5,0,0,2,,Foreign visitors will no longer have to proceed to manual counters each time they visit Singapore to have their iris and facial biometrics cleared. https://t.co/b6WezFTsls,ICA,Immigration policy,0
46861341,2015-02-18 09:09:21+00:00, ,5.68E+17,en,0,0,0,0,,Singapore International Graduate Award (SINGA) for Postgraduate $T$ 2015: applications are ... http://t.co/kmIJVMj8Ws,international students,Foreign talents,0
2770000000,2014-08-21 14:08:04+00:00, ,5.02E+17,en,0,0,0,1,,The Philippines' booming economy is causing a $T$ drain in Hong Kong and ... - Quartz: QuartzThe Philippines'... http://t.co/HZWlNxrfJy,maid,Foreign domestic workers,0
3070000000,2020-05-28 00:49:45+00:00, ,1.27E+18,en,0,0,0,0,,"Hong Kong and Singapore airports will lift their bans on transit $T$engers from the start of June as part of the easing of coronavirus $T$ which have stunted the economy and decimated air travel
 #ijobinchina #job #work #visa #Travel

https://t.co/X8TRTsFxtL https://t.co/BdYgfPQlXu",travel restrictions,Travel restrictions,0
59075515,2013-02-18 08:34:29+00:00, ,3.03E+17,en,0,0,0,0,,Is It Illegal To Hire a Part Time $T$ in Singapore? http://t.co/axPoYLMd,maid,Foreign domestic workers,0
101000000,2022-02-21 10:48:20+00:00, ,1.50E+18,en,0,0,0,4868,,RT @andychester_: Oh! Singapore will raise it$T$ salary from S$4500 to S$5000 while leader KELUARGA MALAYSIA bagi statement h,employment pass,Foreign talents,0
116000000,2012-11-23 12:02:13+00:00, ,2.72E+17,en,0,0,0,0,,"MC-ing prom night of Singapore International School $T$' prom night at Ritz Carlton Hotel, Mega Kuningan... Good mood pls come!",international students,Foreign talents,0
43307095,2021-09-26 01:09:00+00:00, ,1.44E+18,en,0,0,0,43,,"RT @Ayeniemmanuel90: Are you looking for a PhD position in Biomed$T$ and Engineering related? 
Yes.. apply Singapore International Graduate",international students,Foreign talents,0
1210000000,2022-02-17 19:42:30+00:00, ,1.49E+18,en,5,0,2,1,,"New travel info: further easing of $T$ from 21 Feb for travellers entering Singapore. Changes to testing, isolation and pre-departure requirements. Fully vaccinated UK travellers arriving via $T$ continue to enjoy quarantine-free travel https://t.co/dPh5xttcwd https://t.co/xr2h26oK3g",ICA,Immigration policy,0
7.92E+17,2012-02-06 03:47:35+00:00, ,1.66E+17,en,0,0,0,0,,[ST] Number of illegal immigrants in steady decline: $T$:  The number of illegal immigrants arrested here has be... http://t.co/BtB7G4gQ,ICA,Immigration policy,1
49017495,2021-06-24 15:06:24+00:00, ,1.41E+18,en,0,0,0,51,,"RT @TODAYonline: Covid-19: Those fully vaccinated could be allowed to travel with fewer $T$, gather in larger groups, attend mass",travel restrictions,Travel restrictions,0
1.17E+18,2017-03-28 01:23:48+00:00, ,8.47E+17,en,0,0,0,0,,https://t.co/S8gmOsqfRL couple jailed for starving Philippine $T$ https://t.co/Ol3m$T$iZjF,maid,Foreign domestic workers,-1
396000000,2020-07-18 11:07:52+00:00, ,1.28E+18,en,1,0,0,0,,"@verse2aoty that's so cool!!! Singapore is literally too small we're like,,, 2/3 the size of NYC HAHAHAHAAHAHAHAHA 

i unless u the classist/elitist/$T$ kind, it's impossible not to know other languages and races, even the old ppl here know Malay since Singapore was apart of Malaysia",racist,Xenophobia and racism,1
3040000000,2011-03-16 14:16:08+00:00, ,4.80E+16,en,0,0,0,0,,New post: Singapore: Getting a live-in $T$,maid,Foreign domestic workers,0
253000000,2017-12-18 07:59:53+00:00, ,9.43E+17,en,0,0,0,0,,"Man jailed, caned for restraining and molesting $T$ in car park - Yahoo Singapore News https://t.co/wGRcJB5jZt",maid,Foreign domestic workers,-1
7.12E+17,2022-02-09 22:20:51+00:00, ,1.49E+18,en,0,0,1,0,,"@HKinthali Hi Heman, there are currently no regulatory $T$ for transit via Singapore to/from India for your intended travel period in April 2022. Please check via our booking system to see if flights / seats are available. Thank you.",travel restrictions,Travel restrictions,0
7.08E+17,2012-02-15 14:28:11+00:00, ,1.70E+17,en,0,0,0,0,,Underage $T$ pleads guilty to killing employer http://t.co/BV9u8N53,maid,Foreign domestic workers,-1
17006906,2018-02-19 10:54:27+00:00, ,9.66E+17,en,0,0,0,0,,"Singapore Budget 2018: Few $T$ employers to face higher monthly levy from April 2019
#Budget2018 #Singapore 
https://t.co/Vc7P0I7qdb",maid,Foreign domestic workers,0
2210000000,2017-02-16 04:13:03+00:00, ,8.32E+17,en,1,0,0,2,,"#Testimony #SriLanka
Nilushika Jayaweera went to Singapore to work as a $T$ in 2001 and 15 years later, she left... https://t.co/kZhoagyt9w",maid,Foreign domestic workers,0
64684768,2013-12-09 16:42:35+00:00, ,4.10E+17,en,0,0,0,0,,$T$s riot in Singapore http://t.co/GmQO5UMdse,foreign worker,Migrant workers,-1
336000000,2021-11-16 05:50:00+00:00, ,1.46E+18,en,2,0,0,0,,"Austria has ordered a lockdown for anyone who hasn__ been vaccinated, allowing them to leave home only for work and to buy essential goods. In Singapore, those who $T$ up inoculations must pay for their own medical bills if they are infected. https://t.co/FVoxlJq60U",work pass,Migrant workers,0
30394644,2014-05-24 20:06:14+00:00, ,4.70E+17,en,0,0,0,0,,MBA   for $T$ at Nanyang  Technological University Singapore http://t.co/S1lxLceshH,international students,Foreign talents,0
735000000,2015-08-02 17:34:48+00:00, ,6.28E+17,en,0,0,0,0,,I owe Singaporeans a responsibility' to get $T$ balance right: PM Lee - Channel NewsAsia http://t.co/QArjiFbnFB,foreign worker,Migrant workers,0
966000000,2020-04-20 07:12:47+00:00, ,1.25E+18,en,387,247,36,715,,"JUST IN: 1,426 new #COVID19 cases in Singapore, most of whom are residents in $T$ dorms https://t.co/QuV2K6kIQ2 https://t.co/XLUMQQEyu4",foreign worker,Migrant workers,0
1.45E+18,2012-02-09 11:47:03+00:00, ,1.68E+17,en,0,0,0,0,,Singapore are using foreign Therapist and Social $T$ .. They need locals .. I need to graduate fast ! ^^,foreign worker,Migrant workers,1
141000000,2016-12-26 06:17:07+00:00, ,8.13E+17,en,0,0,0,0,,Samaritans in Singapore: $T$ goes extra mile to return lost mobile phone - The Straits Times https://t.co/h2K8zElIId,foreign worker,Migrant workers,0
284000000,2017-03-20 09:27:55+00:00, ,8.44E+17,en,0,0,0,116,,RT @MbuyiseniNdlozi: Still don't get why learning about state led economic development in Singapore makes u preach $T$ that "aspects of,racism,Xenophobia and racism,-1
19905698,2014-10-20 13:40:07+00:00, ,5.24E+17,en,0,0,0,0,,"IMF Says Singapore&amp;#8217;$T$ Curbs Could Hurt Competitiveness, Growth http://t.co/jt3V41WAqU via @thejakartaglobe",foreign worker,Migrant workers,-1
89180347,2020-03-16 06:06:23+00:00, ,1.24E+18,en,3,0,1,0,,Another #scamalert from "Singapore Police" threatening to cut off my $T$ rights. Or something. I don't understand machine Chinese accents __ +6584108919. #fb,ICA,Immigration policy,-1
3290000000,2015-11-01 23:33:14+00:00, ,6.61E+17,en,0,0,0,0,,"Do '$T$ cameras' cross the line?
Where do we draw this ""Line"" with a stranger? 
Employers are saying CCTVs are... https://t.co/yUP2TrHa8s",maid,Foreign domestic workers,-1
227000000,2010-02-22 08:52:47+00:00, ,9470000000,en,0,0,0,0,,$T$ levies to go up from July: SINGAPORE: $T$ levies are set to increase. http://bit.ly/aI3zXa,foreign worker,Migrant workers,0
962000000,2020-03-03 09:30:05+00:00, ,1.23E+18,en,2,0,0,2,,"What does the $T$ Agency cost in Singapore in 2020?

Read more: https://t.co/wLRYEEiJHs

#$T$insurance #insurancemarket #  ring #$T$match https://t.co/S2dZOu28lc",FDW,Foreign domestic workers,0
260000000,2021-09-01 00:02:44+00:00, ,1.43E+18,en,0,0,0,3,,"RT @AirlineGeeks: Planning for easements in global $T$, Qantas has announced plans to reopen its international flagship lou",travel restrictions,Travel restrictions,0
27378369,2020-08-19 06:40:02+00:00, ,1.30E+18,en,0,0,0,0,,$T$ jailed 6 months for r$T$eatedly kicking 8-year-old boy with intellectual disability https://t.co/DsomrzkuJY,maid,Foreign domestic workers,-1
2510000000,2021-04-19 06:44:41+00:00, ,1.38E+18,en,4,0,0,0,,"Good luck to our Grade 10 $T$ for their IGCSE Oral examinations for Mandarin, spanish, French and English Second Language. We wish you all the best! 

#oral #examinations #OWIS #international #school #singapore #igcse #pyp #ib #secondaryschool #igcseexams https://t.co/kXIYsxXcNz",international students,Foreign talents,0
131000000,2014-10-12 23:03:07+00:00, ,5.21E+17,en,0,0,0,0,,$T$'s fatal fall from balcony ruled misadventure http://t.co/afpNAn0l5Y #asia #one http://t.co/wtV1U0d9ln,maid,Foreign domestic workers,-1
3300000000,2021-02-26 01:01:55+00:00, ,1.37E+18,en,9,0,0,7,,Horrific case of inhumanity. How many other vulnerable $T$s are being abused like this and what__ being done to protect them? - Singapore: Police officer's wife admits to killing Myanmar $T$ https://t.co/pCibF3qHCL,maid,Foreign domestic workers,-1
9.13E+17,2020-06-28 18:12:25+00:00, ,1.28E+18,en,0,0,0,143,,"RT @AudiKhalid: When no Malay candidates: Aiya Singapore $T$ la always dont care malays one 

When there are Malay candidates: Aiya toke",racist,Xenophobia and racism,-1
183000000,2015-09-22 11:34:45+00:00, ,6.46E+17,en,0,0,0,0,,$T$ jailed for having sex with Singaporean employer's 14-year-old son: SINGAPORE: A $T$ has been ... http://t.co/BLnKg1tPft,maid,Foreign domestic workers,-1
4870000000,2021-04-16 04:24:23+00:00, ,1.38E+18,en,0,0,0,1,,RT @SgSMUYPHSL: With the help of accredited mediators from the Singapore International Mediation Institute and $T$ from the SMU Mediat,international students,Foreign talents,0
1.29E+18,2020-01-28 17:12:49+00:00, ,1.22E+18,en,0,0,0,0,,"Wuhan virus: MOM to reject all new work $T$ applications for $T$s from Hubei
https://t.co/XsbbbOTKsD via @STcom",work pass,Migrant workers,0
1370000000,2016-12-10 08:31:25+00:00, ,8.08E+17,en,0,0,0,0,,"Newcastle Singapore PhD   for $T$ in UK, 2017 #Youth #Opportunities https://t.co/TeSyud5ykT",international students,Foreign talents,0
1.36E+18,2021-05-26 05:32:37+00:00, ,1.40E+18,en,0,0,0,749,,"RT @kish_kebab: If, as a Chinese person living in Singapore, your response to a minority talking about $T$ is along the lines of ""person",racism,Xenophobia and racism,-1
8.09E+17,2021-07-14 13:54:21+00:00, ,1.42E+18,en,0,0,0,335,,"RT @ChannelNewsAsia: COVID-19: Singapore to stop entry for long-term $T$ holders, short-term visitors with travel history to Myanmar https_?
1356871236345765889,2021-07-14 13:50:38+00:00, ,1415307756286791684,en,0,0,0,335, ,RT @ChannelNewsAsia: COVID-19: Singapore to stop entry for long-term $T$ holders",border measures,Travel restrictions,0
496000000,2016-06-19 18:30:46+00:00, ,7.45E+17,en,0,0,0,4,,RT @kixes: And saying things like Singapore has fixed racial divides and $T$ just ind$T$tes the writer doesn't actually know Singapore t,racism,Xenophobia and racism,-1
116000000,2018-09-06 05:37:33+00:00, ,1.04E+18,en,0,0,0,0,,"Damn !! I want this so much !! __
Waiting for Move to Sembawang and make Renew $T$ in Singapore... 
After that I'll Grab this !! 
As soon as we move to sembawang !!
yunie_kjh_ https://t.co/P4cj8FTCKe",work permit,Migrant workers,1
245000000,2017-10-26 23:39:49+00:00, ,9.24E+17,en,0,0,0,0,,New design for Singapore  passport with additional security features: $T$ https://t.co/rTYsvdEz6m,ICA,Immigration policy,0
338000000,2012-05-23 21:34:18+00:00, ,2.05E+17,en,0,0,0,0,,"Indonesian $T$ jailed 12 months for stealing $12,600:  An Indonesian $T$ was jailed a total of 12 months on We... http://t.co/mgqIV04G",maid,Foreign domestic workers,-1
597000000,2020-10-09 14:20:26+00:00, ,1.31E+18,en,0,0,0,2,,RT @Study_INTNL: Northern Territory set to welcome back #intl$T$. #Australia https://t.co/IMETDTyabN,international students,Foreign talents,0
29355945,2018-08-23 11:50:26+00:00, ,1.03E+18,en,0,0,0,4,,RT @4nthealol: yes chinese privilege is a thing in singapore but that doesn????t mean they don????t experience $T$ ? https://t.co/ggmtb0wLhq,racism,Xenophobia and racism,-1
1.24E+18,2012-02-11 03:42:57+00:00, ,1.68E+17,en,0,0,0,12,,"RT @TODAYonline: ITE and polytechnics to raise fees, with ste$T$er increases for PR & $T$ http://t.co/a3eSy0Qo",international students,Foreign talents,0
1.02E+18,2009-12-23 00:08:35+00:00, ,6950000000,en,0,0,0,0,,$T$ adds urine to water http://www.straitstimes.com/BreakingNews/Singapore/Story/STIStory_469440.html,maid,Foreign domestic workers,-1
1.03E+18,2020-04-16 22:15:36+00:00, ,1.25E+18,en,0,0,0,0,,"@makalicious @MsMelChen She is from Singapore, She is Asian,and her English accent sounds very natural, native. Not like some international Chinese $T$",international students,Foreign talents,1
365000000,2021-09-14 11:30:33+00:00, ,1.44E+18,en,0,0,0,0,,Work $T$ privileges of Savills Property Management being reviewed after 4th complaint in 2021 of discriminatory tender clauses: Taf$T$ https://t.co/mVHcycPpOE,work pass,Migrant workers,0
104000000,2019-11-02 15:07:40+00:00, ,1.19E+18,en,1,0,0,1,,Today Mr. Jibran Bashir CEO Highly Keen delivered his talk as guest speaker on " HR's Signif$T$nce in Aviation Industry" to BS Aviation Management $T$ at UOL. He discussed HR problems faced by PIA and compared them with Singapore International Airlines' best HR practices. https://t.co/Oq0b9bvI6F,international students,Foreign talents,0
3840000000,2020-04-24 11:41:53+00:00, ,1.25E+18,en,0,0,0,28,,"RT @kixes: .@balli_jaswal on $T$ and $T$ in #Singapore, now amplified by #COVID19: https://t.co/7fYPVpzS8k",xenophobia,Xenophobia and racism,-1
